task,advice_type,seed,checkpoint_batch,sequence_length,repetitions,num_examples,loss,bit_error_rate,exact_sequence_accuracy,cost
repeat-copy,combined,1000,50000,50,10,200,8.680040788650512,0.4171512484550476,0.0,1880.935
repeat-copy,combined,1001,50000,10,1,200,5.858339179098948e-07,0.0,1.0,0.0
repeat-copy,combined,1001,50000,10,3,200,3.3769425229479565e-07,0.0,1.0,0.0
repeat-copy,combined,1001,50000,10,5,200,6.703356270065797e-07,0.0,1.0,0.0
repeat-copy,combined,1001,50000,10,7,200,0.21794141829013824,0.032676055654883386,0.0,20.88
repeat-copy,combined,1001,50000,10,10,200,1.5677573800086975,0.15941144078969954,0.0,144.905
repeat-copy,combined,1001,50000,20,1,200,7.001000042805572e-07,0.0,1.0,0.0
repeat-copy,combined,1001,50000,20,3,200,7.464914290267188e-07,0.0,1.0,0.0
repeat-copy,combined,1001,50000,20,5,200,0.0029194185817971174,0.0007590759079903365,0.9899999976158143,0.69
repeat-copy,combined,1001,50000,20,7,200,0.26786769926548004,0.04165878612548113,0.0,52.865
repeat-copy,combined,1001,50000,20,10,200,1.886446475982666,0.15639856159687043,0.0,282.925
repeat-copy,combined,1001,50000,30,1,200,7.569447518562811e-07,0.0,1.0,0.0
repeat-copy,combined,1001,50000,30,3,200,1.275190777505486e-06,0.0,1.0,0.0
repeat-copy,combined,1001,50000,30,5,200,0.0009154322887866328,0.00013612950715469196,0.9600000023841858,0.185
repeat-copy,combined,1001,50000,30,7,200,1.0983380377292633,0.08067403957247735,0.0,153.2
repeat-copy,combined,1001,50000,30,10,200,4.140394854545593,0.17905131131410598,0.0,485.05
repeat-copy,combined,1001,50000,50,1,200,1.4430380588237313e-06,0.0,1.0,0.0
repeat-copy,combined,1001,50000,50,3,200,0.6772359013557434,0.021662987302988768,0.8300000190734863,29.44
repeat-copy,combined,1001,50000,50,5,200,5.658062601089478,0.1425498016178608,0.020000000298023225,322.02
repeat-copy,combined,1001,50000,50,7,200,8.32475996017456,0.21336498856544495,0.0,674.02
repeat-copy,combined,1001,50000,50,10,200,10.580049896240235,0.28261699080467223,0.0,1274.32
repeat-copy,combined,1002,50000,10,1,200,6.120269950560254e-11,0.0,1.0,0.0
repeat-copy,combined,1002,50000,10,3,200,7.238386105778982e-11,0.0,1.0,0.0
repeat-copy,combined,1002,50000,10,5,200,9.935855298237595e-11,0.0,1.0,0.0
repeat-copy,combined,1002,50000,10,7,200,0.5861300528049469,0.1015649452805519,0.0,64.9
repeat-copy,combined,1002,50000,10,10,200,1.0095443844795227,0.18389989137649537,0.0,167.165
repeat-copy,combined,1002,50000,20,1,200,9.182866550494495e-11,0.0,1.0,0.0
repeat-copy,combined,1002,50000,20,3,200,1.177770582450055e-10,0.0,1.0,0.0
repeat-copy,combined,1002,50000,20,5,200,1.4813505491706458e-10,0.0,1.0,0.0
repeat-copy,combined,1002,50000,20,7,200,0.587986820936203,0.13746256977319718,0.0,174.44
repeat-copy,combined,1002,50000,20,10,200,0.9909657180309296,0.23532890826463698,0.0,425.71
repeat-copy,combined,1002,50000,30,1,200,1.0890136047519983e-07,0.0,1.0,0.0
repeat-copy,combined,1002,50000,30,3,200,1.3795395728544158e-10,0.0,1.0,0.0
repeat-copy,combined,1002,50000,30,5,200,1.544809353351593,0.0986534222960472,0.0,134.07
repeat-copy,combined,1002,50000,30,7,200,2.045272445678711,0.22228804528713225,0.0,422.125
repeat-copy,combined,1002,50000,30,10,200,2.717409062385559,0.31802694499492645,0.0,861.535
repeat-copy,combined,1002,50000,50,1,200,3.6826081073471073e-10,0.0,1.0,0.0
repeat-copy,combined,1002,50000,50,3,200,3.839087128639221,0.07713760212063789,0.4750000059604645,104.83
repeat-copy,combined,1002,50000,50,5,200,4.383720064163208,0.31544931828975675,0.0,712.6
repeat-copy,combined,1002,50000,50,7,200,4.107837128639221,0.375455841422081,0.0,1186.065
repeat-copy,combined,1002,50000,50,10,200,4.033929371833802,0.42691506147384645,0.0,1924.96
repeat-copy,combined,1003,50000,10,1,200,3.582812460081186e-05,0.0,1.0,0.0
repeat-copy,combined,1003,50000,10,3,200,0.00021319234574548318,7.168458832893521e-05,0.9899999976158143,0.02
repeat-copy,combined,1003,50000,10,5,200,5.794376065750839e-05,0.0,1.0,0.0
repeat-copy,combined,1003,50000,10,7,200,0.19681606143712999,0.01202660407871008,0.0,7.685
repeat-copy,combined,1003,50000,10,10,200,0.5648411959409714,0.033146314322948456,0.0,30.13
repeat-copy,combined,1003,50000,20,1,200,0.7913552328944207,0.04605820123106241,0.7550000071525573,8.705
repeat-copy,combined,1003,50000,20,3,200,0.3377449296414852,0.02367030968889594,0.800000011920929,12.995
repeat-copy,combined,1003,50000,20,5,200,0.4925069272518158,0.03750275019556284,0.620000010728836,34.09
repeat-copy,combined,1003,50000,20,7,200,0.9780933260917664,0.07447596564888954,0.0,94.51
repeat-copy,combined,1003,50000,20,10,200,1.4159834504127502,0.08505528047680855,0.0,153.865
repeat-copy,combined,1003,50000,30,1,200,9.14358868598938,0.4443189948797226,0.005000000074505806,123.965
repeat-copy,combined,1003,50000,30,3,200,6.1740885257720945,0.27139804810285567,0.0,222.275
repeat-copy,combined,1003,50000,30,5,200,5.468412613868713,0.23387049585580827,0.005000000074505806,317.83
repeat-copy,combined,1003,50000,30,7,200,3.6243653297424316,0.1819984182715416,0.0,345.615
repeat-copy,combined,1003,50000,30,10,200,1.709834921360016,0.13309154361486436,0.0,360.545
repeat-copy,combined,1003,50000,50,1,200,6.3759228706359865,0.44211328625679014,0.0,202.93
repeat-copy,combined,1003,50000,50,3,200,5.118507003784179,0.32171818017959597,0.0,437.215
repeat-copy,combined,1003,50000,50,5,200,5.149976968765259,0.29668658673763276,0.0,670.215
repeat-copy,combined,1003,50000,50,7,200,4.7756564855575565,0.2699794262647629,0.0,852.865
repeat-copy,combined,1003,50000,50,10,200,4.555613875389099,0.25908849239349363,0.0,1168.23
